#{"t_start": 1754990797.7947614, "env_id": "None"}
r,l,t
-1305.9213,26,116.377689
-1016.46436,4,116.403246
1013.05884,60,116.409759
630.2387,60,116.463591
-613.90344,17,116.470109
-1052.8948,13,116.482649
-1990.2631,2,116.482649
-3339.9568,4,116.510206
1048.3737,60,116.528767
-568.2317,40,116.559351
-848.68744,7,116.601548
586.24396,60,116.667267
-766.0131,48,116.703862
1021.1033,60,116.714407
-1392.6863,18,116.821278
1138.9993,60,116.827312
2208.9138,60,116.84937
495.24573,60,116.871455
718.6857,60,116.893054
-1444.2719,7,116.893054
-528.3909,23,116.964748
1127.6299,60,116.964748
-1275.1422,1,116.971787
-2453.073,2,116.977877
440.10913,55,117.003464
1234.8118,60,117.072673
1856.7224,60,117.200642
1045.0662,60,117.244826
998.5421,60,117.26084
992.6734,60,117.26084
-1471.8691,12,117.31606
2047.6298,60,117.340607
895.4523,60,117.348632
724.13086,60,117.37373
-2283.0315,4,117.398293
-769.2819,25,117.411317
1579.2224,60,117.435984
446.92874,60,117.563363
649.1474,60,117.626196
1969.3992,60,117.679464
863.1738,60,117.705055
-269.71338,59,117.705055
838.2267,60,117.761228
2341.0396,60,117.781305
678.04626,60,117.80707
-820.3827,8,117.857236
519.6543,60,117.927436
2315.4421,60,117.988121
-588.03125,13,118.007193
-917.38696,6,118.043811
1220.954,60,118.043811
-1337.5344,3,118.065859
783.2639,60,118.073364
1297.6982,60,118.073364
-1570.0282,3,118.092906
849.4286,60,118.130103
990.22784,60,118.148151
-805.72906,5,118.164185
695.38184,60,118.223876
1651.3572,60,118.36475
1384.8877,60,118.421138
430.15594,60,118.440198
601.45197,60,118.447224
527.51996,60,118.465283
-1939.5139,4,118.471285
1238.5082,60,118.51901
2588.3193,60,118.532525
-1222.5192,5,118.564668
1086.7484,60,118.595217
812.1857,60,118.72969
-515.031,25,118.741712
1062.8572,60,118.786376
1057.7603,60,118.800419
665.5584,60,118.817005
-1613.5024,15,118.829531
624.1179,60,118.829531
-1701.5791,22,118.860621
-1181.8534,1,118.867655
699.3995,60,118.881677
1182.6035,60,118.925401
1994.9966,60,119.160267
2058.4185,60,119.184346
698.92255,60,119.207451
992.90155,60,119.215487
1124.874,60,119.215487
769.0205,60,119.253586
943.6632,60,119.266176
826.7989,60,119.308677
-587.30676,36,119.393596
-819.05396,36,119.438771
-644.84216,38,119.458813
-720.94385,12,119.470844
1082.2781,60,119.56716
-905.46155,1,119.574193
540.7391,60,119.599252
1067.4882,60,119.634386
2168.0867,60,119.648447
-2064.2654,9,119.655501
-445.94366,32,119.661497
841.54846,60,119.691602
-617.3898,19,119.691602
-2399.8672,14,119.747288
1277.8184,60,119.811053
2133.259,60,119.84723
439.85278,60,120.012799
1264.4264,60,120.025851
515.72217,60,120.031849
-232.48883,46,120.038871
560.5729,60,120.069461
487.84534,60,120.069461
913.781,60,120.197473
-616.17255,24,120.224087
408.4246,60,120.231095
-640.8425,33,120.250143
-699.5227,41,120.279221
-593.816,20,120.382633
497.40765,60,120.414707
1098.534,60,120.423766
-886.12897,6,120.423766
-808.7835,1,120.423766
-252.68658,24,120.437943
912.06836,56,120.437943
-81.72455,41,120.491134
-2766.2751,13,120.569899
1128.5516,60,120.582913
520.5287,60,120.617555
-745.26013,15,120.669202
-610.7721,41,120.68123
-778.6629,6,120.710302
-710.3996,20,120.746901
2077.5847,60,120.803592
804.5266,60,120.803592
711.2242,60,120.816129
696.28107,60,120.820639
-2144.58,8,120.85631
-760.1744,27,120.879381
-1952.959,21,120.93522
861.16534,60,120.966312
-1062.0895,14,121.02357
853.20386,60,121.064662
-1609.8472,7,121.107775
-1766.5393,2,121.120314
841.5221,60,121.127342
1301.8071,60,121.200125
806.4587,60,121.200125
793.7744,60,121.230716
839.6136,60,121.256775
-736.3345,9,121.289848
-113.585815,34,121.335571
578.99744,60,121.34913
900.45074,60,121.402797
-739.66595,25,121.415364
453.0263,60,121.501599
1608.4084,60,121.573857
1251.4651,60,121.574361
-1522.5975,3,121.59141
-2785.124,5,121.609485
1330.3438,60,121.668304
919.0283,60,121.714534
-497.53815,34,121.722046
1940.7167,60,121.728572
-1472.3639,5,121.746628
2389.9956,60,121.784698
752.39276,60,121.795749
-800.22174,15,121.813389
-1317.638,18,121.843573
-1631.0795,20,121.875151
1094.8466,60,121.978045
-825.622,60,121.991077
-776.00836,4,122.005145
881.4321,60,122.055337
-1367.3995,10,122.073406
-473.63574,49,122.118177
1179.6693,60,122.169337
-692.0806,22,122.197455
629.15173,60,122.201456
2194.626,60,122.225168
1057.3828,60,122.256257
134.0094,48,122.295363
-2291.1243,7,122.301358
-1478.1073,22,122.310388
1376.7485,60,122.521339
1497.1768,60,122.561044
1258.4175,60,122.639816
539.4594,60,122.646843
-696.00494,16,122.659869
1155.6223,60,122.673413
240.89099,49,122.680423
253.3653,57,122.741202
789.2979,60,122.74823
-730.4,24,122.809493
3706.1958,60,122.892781
-747.74866,11,122.966537
974.7654,60,123.027803
749.67456,60,123.035842
201.1831,57,123.043346
-1549.5011,5,123.075451
-1047.0653,6,123.076449
786.499,60,123.076449
-832.99255,58,123.12414
698.9195,60,123.145219
726.43164,60,123.221054
-1446.6967,14,123.320926
2192.3137,60,123.387201
-724.9812,35,123.387201
-273.88306,56,123.46853
805.73376,60,123.469527
885.3406,60,123.495589
712.4525,60,123.495589
694.8915,60,123.546276
-1581.8129,37,123.583418
-439.31873,41,123.730139
-821.9687,5,123.761243
69.75195,33,123.817991
747.0507,60,123.852557
-1361.2322,4,123.877207
-885.3594,18,123.877207
448.87485,60,123.921856
956.07214,60,123.921856
1103.3085,60,123.945404
1011.2267,60,123.950405
-950.1474,2,123.963465
-1735.1381,5,123.994088
777.7957,60,124.026697
-444.19318,23,124.073539
-426.81287,60,124.20606
1699.3951,60,124.261692
493.65088,60,124.261692
570.1691,60,124.307356
946.6691,60,124.326435
1106.0361,60,124.366171
463.54224,60,124.400254
-543.8819,16,124.423861
890.57733,60,124.445426
-2995.3225,3,124.445426
-783.32837,8,124.451422
-843.6613,9,124.5046
-507.8196,39,124.5046
-1380.2029,3,124.52263
-644.6666,18,124.558269
1395.9932,60,124.573805
568.4096,60,124.622538
-962.00574,2,124.634593
540.82056,60,124.666232
2056.0703,60,124.731971
443.53906,60,124.812723
2917.9075,60,124.862841
450.49704,60,124.882918
959.1118,60,124.91814
865.7467,60,124.936196
-761.95654,6,124.977306
-452.75183,31,125.009426
788.86725,60,125.009426
1509.1714,60,125.040107
-1972.1858,12,125.087255
1125.0569,60,125.112824
-418.6338,35,125.143547
-291.8003,37,125.212973
880.3496,60,125.243115
1367.8881,60,125.261199
-1061.6571,36,125.272729
-190.91309,36,125.366556
-450.69263,17,125.366556
1386.9121,60,125.390599
-177.15662,53,125.420737
1215.8654,60,125.492673
-618.2366,18,125.505214
-320.1947,22,125.512726
-1022.72736,12,125.568814
1514.7389,60,125.596882
-492.3073,31,125.622954
-667.8711,39,125.622954
1085.2437,60,125.630029
876.6063,60,125.657105
-848.52466,13,125.707254
-1288.2374,33,125.725824
-1612.7117,33,125.777007
-1382.9531,30,125.783008
-1959.1147,9,125.840191
638.42395,60,125.884354
-903.57776,35,125.941603
584.02686,60,125.997749
1291.3582,60,126.004811
-2411.2834,2,126.010767
1767.9513,60,126.032833
-1644.3264,10,126.075517
468.31064,60,126.083026
5221.1255,60,126.157239
-313.29596,22,126.17026
766.3014,60,126.219755
589.24805,60,126.266884
-1439.822,8,126.273386
479.71924,60,126.320092
-1540.7609,2,126.332638
-2050.4888,3,126.351198
578.157,60,126.381804
-260.29785,44,126.430478
1967.6504,60,126.449557
679.36707,60,126.456583
-683.1001,16,126.486184
-1639.3915,2,126.499206
955.54486,60,126.543874
-556.5609,45,126.550891
-3494.28,20,126.575519
-1420.5312,9,126.633714
1265.6332,60,126.640233
1875.4216,60,126.724505
1490.8657,60,126.808248
-815.35394,13,126.808248
1367.0166,60,126.832827
-228.854,33,126.845869
594.823,60,126.871406
-1669.8177,9,126.899061
-1904.6146,17,126.910089
991.6312,60,126.91762
915.97406,60,126.924635
717.0118,60,129.382747
-194.73096,33,129.493653
-277.75012,40,129.542804
933.0006,60,129.549326
-789.94824,28,129.549326
-53.461792,60,129.576521
-1212.5222,4,129.601582
668.1961,60,129.616185
-1279.8936,3,129.634738
738.9858,60,129.646773
-2839.742,2,129.659794
1197.3562,60,129.659794
-509.16092,25,129.701893
-635.8359,19,129.720983
-657.86487,32,129.755618
-1368.5099,15,129.858564
-1238.5995,3,129.879625
921.33136,60,129.890644
1286.4166,60,129.955403
-1352.5709,14,129.989539
-448.2445,38,129.989539
-671.97797,21,130.034683
1242.4177,60,130.049309
1125.5392,60,130.077418
1803.8618,60,130.078419
-1548.2295,2,130.091462
2073.4329,60,130.129145
-2583.7244,6,130.137163
-2331.336,30,130.205017
-229.87976,27,130.309412
-364.81152,19,130.326537
1029.2537,60,130.369634
1006.0556,60,130.400724
775.6293,60,130.436354
916.2352,60,130.453467
799.58307,60,130.479141
643.65137,60,130.530377
-665.39795,27,130.615294
1103.732,60,130.698213
991.72076,60,130.717801
1690.2363,60,130.754427
757.0276,60,130.788089
1386.9308,60,130.839784
813.42004,60,130.864861
572.028,60,130.908561
-1168.9657,16,130.9345
1154.5797,60,130.985248
-391.8496,53,131.046462
695.44714,60,131.073044
2160.8462,60,131.131177
1731.8213,60,131.163788
889.23126,60,131.239591
664.7035,60,131.29128
-1076.7585,20,131.29128
1447.2019,60,131.310339
183.89087,57,131.35105
1309.4652,60,131.426798
1048.6381,60,131.451839
1052.049,60,131.507587
552.7158,60,131.618548
643.3115,60,131.673193
519.7875,60,131.6737
958.79913,60,131.700312
-626.9574,16,131.724474
1791.5361,60,131.737469
2288.578,60,131.81385
-612.0874,26,131.834418
641.33435,60,131.834418
244.45898,56,131.864622
-458.68726,36,131.897256
-700.51355,20,131.936289
-257.5326,42,131.958355
-240.94055,50,132.051201
-963.4276,24,132.051201
-319.239,37,132.069264
1597.0231,60,132.104352
-656.1137,20,132.177523
1157.2096,60,132.220715
632.9323,60,132.254892
-193.48547,45,132.254892
-3940.663,7,132.267861
-1462.1531,2,132.280874
-382.58545,35,132.29895
-979.23444,8,132.310472
1531.6439,60,132.327543
-760.4961,35,132.335582
1066.5771,60,132.445595
-1764.0643,4,132.465661
584.07385,60,132.557547
-858.42377,2,132.571581
957.8637,60,132.627793
-265.9483,55,132.644804
1484.3239,60,132.657864
-1257.9684,32,132.661861
423.38675,60,132.681452
-1880.5952,5,132.688509
-2085.2751,9,132.699546
2076.7788,60,132.699546
2592.8416,60,132.70757
-2124.2644,3,132.727131
-299.5594,38,132.907858
-1947.4397,6,132.945521
-478.54492,35,132.95152
899.1062,60,132.958531
998.7813,60,133.014676
630.874,60,133.065338
475.08154,60,133.071339
1572.4019,60,133.08842
739.51465,60,133.08842
-785.87787,17,133.126067
-479.3659,23,133.233369
-764.4354,9,133.288593
1094.9929,57,133.315197
1208.0757,60,133.327747
2295.577,60,133.341773
-787.3159,9,133.34933
-687.5041,52,133.400569
-2404.3218,11,133.411596
2043.1147,60,133.44722
1224.1238,60,133.468288
-471.967,28,133.505977
500.65372,60,133.505977
734.48254,60,133.695561
-292.73145,47,133.70858
-498.48688,35,133.726154
658.17883,60,133.726154
644.82526,60,133.785356
-2687.1812,19,133.816022
647.5813,60,133.828553
3627.8123,60,133.846169
-1108.0516,1,133.858198
-1031.1978,6,133.858198
2000.5372,60,133.889288
-1836.648,3,133.909359
-587.85803,19,133.950536
637.44885,60,134.09154
888.5437,60,134.112607
410.31622,60,134.112607
1307.497,60,134.16735
-868.21356,3,134.190489
1312.1426,60,134.242629
1225.7933,60,134.243634
1231.2247,60,134.293802
-2069.227,3,134.373117
595.9876,60,134.409739
2169.0896,60,134.547298
993.744,60,134.56283
1076.4081,60,134.56283
-1317.0854,8,134.610089
202.30432,40,134.631201
1027.6179,60,134.638236
-1373.5565,8,134.681484
517.13806,60,134.690529
712.34186,60,134.690529
-143.86029,48,134.708599
-1169.4014,13,134.721145
-1208.3726,21,134.74924
-1369.5514,14,134.779955
-689.43335,15,134.787477
-899.10223,17,134.813063
1233.9578,60,134.909378
-562.56055,24,134.913412
816.856,60,134.926456
-1192.4543,2,134.938494
-789.53925,14,135.055459
921.2947,60,135.110183
622.3919,55,135.11714
-2125.3687,29,135.156286
1851.1392,60,135.167323
1175.3649,60,135.204494
1102.8414,60,135.236136
-2595.0793,15,135.292781
-1686.9988,4,135.316366
867.9656,60,135.365578
592.1847,60,135.421238
569.2462,60,135.473171
2320.8518,60,135.479215
-720.27155,7,135.52284
1532.24,60,135.52284
1292.7559,60,135.537384
834.24536,60,135.601587
-847.30835,5,135.635203
-566.78296,34,135.686409
-79.918396,26,135.686409
2177.0342,60,135.69343
712.9957,60,135.744116
1374.4269,60,135.798282
-1569.5483,2,135.809305
506.28775,60,135.893627
2572.717,60,135.906174
-2016.065,5,135.92529
-595.9574,19,135.92529
-1354.3778,7,135.954459
2064.7866,60,136.011652
275.21503,53,136.017746
-809.49805,15,136.040798
1077.5397,60,136.055855
930.3772,60,136.061855
-2165.2683,4,136.066886
-492.03156,29,136.101495
805.6656,60,136.110536
-2693.2437,13,136.134518
-2634.8503,30,136.249832
428.0411,60,136.30348
1112.1223,60,136.379207
-1592.5564,22,136.389226
1685.8577,60,136.389226
-533.4464,47,136.43287
1050.3848,60,136.446419
1167.936,60,136.482569
574.29175,60,136.489143
-1374.6049,27,136.561844
2045.4093,60,136.676244
726.92804,60,136.758476
2117.3872,60,136.765532
714.8003,60,136.811663
2319.1282,60,136.82271
-1629.4591,5,136.859308
1039.5051,60,136.866343
526.7521,60,136.872857
-1813.1885,10,136.918064
499.60907,60,136.934588
-706.0061,28,136.944608
-1084.837,3,136.95863
-1565.8138,6,136.97267
-745.71844,23,137.005435
-978.4061,15,137.011435
503.49435,60,137.058187
-453.5549,26,137.137396
817.09393,60,137.137396
-909.1607,31,137.154459
700.1971,60,137.179539
632.08527,60,137.237786
-571.4944,35,137.27387
788.667,60,137.371241
784.63983,60,137.381261
100.85315,37,137.497169
2146.1516,60,137.505192
647.1156,60,137.505192
1713.288,60,137.524737
809.64966,60,137.557836
-2459.912,12,137.582882
774.74243,60,137.61613
-788.8672,7,137.626165
-897.70636,24,137.660278
1182.2688,60,137.754615
699.1689,60,137.761621
-1286.154,29,137.795726
-1513.2888,23,137.802727
-2107.3147,9,137.81728
-1319.2314,15,137.846456
2033.1655,60,137.875597
-601.0303,41,137.880594
710.3637,60,137.900205
836.52893,60,137.931295
-526.9042,22,137.950348
-2156.7344,19,137.96352
-2747.959,16,138.062803
-1358.14,35,138.09643
18.002136,52,138.116012
821.98486,60,138.175177
-2501.135,11,138.18821
891.0549,60,138.24948
1145.9573,60,138.279155
937.52246,60,138.31023
540.2517,60,138.32945
-679.842,26,138.342999
-2572.7231,18,138.371655
-1803.2356,7,138.416278
-403.54724,54,138.44737
1292.2003,60,138.44737
-344.67938,27,138.488118
-3737.0676,13,138.5338
-634.44775,20,138.570882
2837.3928,60,138.570882
-96.965515,50,138.6472
1024.8081,60,138.66023
-558.8157,29,138.666266
-1766.1091,5,138.694891
669.4152,60,138.722935
-1047.3867,26,138.736515
563.28375,60,138.794203
-1033.862,30,138.83731
637.5851,60,138.908582
-428.61328,32,138.929152
1139.0981,60,138.951231
949.32074,60,139.036607
-3401.6035,4,139.063182
-306.6942,24,139.076741
572.27747,60,139.076741
684.2873,60,139.111824
-968.10504,10,139.12599
1018.6808,60,139.171134
509.16534,60,139.217283
1067.7281,60,139.287146
-599.8939,33,139.327272
514.95844,60,139.334682
-33.188538,56,139.433692
501.9597,60,139.455273
2180.1133,60,139.504462
-665.4142,15,139.525095
2246.4768,60,139.55117
796.9998,60,139.598329
-1036.1838,13,139.636538
-926.5119,11,139.668155
1322.8384,60,139.668155
987.6559,60,139.705261
673.1054,60,139.711261
-526.99744,44,139.739411
-1082.4846,23,139.856421
835.5191,60,139.889658
1264.437,60,139.90871
933.39215,47,139.969541
-2086.1401,4,139.997656
-1479.2137,15,140.011684
-1424.7002,2,140.011684
614.9686,60,140.027256
2203.0889,60,140.059366
2007.4873,60,140.098526
-528.4331,38,140.111551
-615.0109,18,140.131123
697.3666,60,140.135148
-1135.5325,5,140.155207
-350.1352,44,140.175277
562.17993,60,140.390159
753.58655,58,140.390159
-3371.1672,5,140.42275
813.3901,60,140.436344
1760.189,60,140.477733
1052.8547,60,140.489318
756.7899,60,140.50839
-1321.4053,4,140.515974
707.30414,60,140.541523
-1595.3292,19,140.547545
1542.944,60,140.560561
-1180.4131,26,140.60467
-792.78503,20,140.669116
-2292.0942,13,140.693222
-549.98584,23,140.700741
-2310.4155,4,140.700741
609.32135,60,140.778553
-770.8501,9,140.834335
853.04926,60,140.860391
2236.59,60,140.892549
-1047.5549,5,140.892549
664.9764,60,140.899065
-562.5707,55,140.91714
-1075.3768,12,140.91714
-689.827,19,141.019998
126.72485,53,141.031513
-2597.7097,5,141.051575
511.41394,60,141.085674
686.7329,60,141.085674
-1182.0403,18,141.178544
-2100.745,4,141.207647
-261.35663,28,141.293045
-469.36108,56,141.306612
851.06573,60,141.313624
820.7326,60,141.321167
660.9491,60,141.335245
-2404.1155,4,141.348283
-2115.261,6,141.385974
2000.2927,60,141.460247
-878.6302,26,141.478331
-829.9978,26,141.504475
502.66843,60,141.51906
513.1806,60,141.636093
1993.8491,60,141.727405
-369.80157,53,141.753597
463.3492,60,141.753597
-417.45557,44,141.765644
1217.1682,60,141.884577
-2097.5989,4,141.911165
650.74225,60,141.911165
698.49036,60,141.926734
-674.3344,44,141.93324
258.37463,36,141.963318
-2160.2842,13,142.050136
-755.8323,28,142.097319
974.703,60,142.149641
1987.5267,60,142.149641
536.07666,60,142.159224
-664.4033,17,142.203851
-785.76135,30,142.240555
-992.27844,20,142.274201
842.31244,60,142.301281
1560.4615,60,142.314329
587.28125,60,142.321341
823.699,60,142.539228
1504.0033,60,142.552758
-966.9896,6,142.594403
1019.05695,60,142.60141
-89.85321,57,145.008428
-2162.4507,10,145.045585
521.1341,60,145.058614
1070.9911,60,145.081667
1064.1569,60,145.093204
951.36066,60,145.103732
-2217.772,29,145.169423
889.78937,60,145.312619
887.3823,60,145.391388
-788.7146,47,145.400428
-2438.5051,3,145.414595
1507.1829,60,145.433567
825.4582,60,145.451132
-775.4763,9,145.524595
548.41016,60,145.547112
677.6335,60,145.571188
-1162.257,15,145.610331
955.53845,60,145.640988
-1152.7755,10,145.673653
-680.19305,23,145.719312
-1591.6156,7,145.719312
1508.3599,60,145.783092
-595.37555,34,145.921243
-543.41516,24,145.934858
766.1914,60,145.942824
-859.98755,2,145.95647
803.8393,60,145.975544
-827.8182,7,145.983049
1240.5172,60,145.99057
794.33435,60,146.003591
820.4923,60,146.175599
778.60254,60,146.243853
792.45013,60,146.320663
626.04443,60,146.353772
1064.6051,60,146.372801
1046.2694,60,146.379831
436.3939,60,146.387854
-537.27625,24,146.401871
1441.4379,60,146.402872
-1476.5256,4,146.410402
-1337.3,14,146.416973
-1217.3478,17,146.524458
1798.6925,60,146.571225
-1062.3191,17,146.629437
-390.60498,42,146.665593
699.80975,60,146.737368
667.14136,60,146.757479
1597.2632,60,146.770512
1229.5913,60,146.788852
-987.0375,4,146.788852
-1434.0876,7,146.788852
1959.8661,60,146.793858
-3451.2224,3,146.793858
-2143.8408,3,146.804859
-693.55554,23,146.817937
-2308.636,8,146.856555
-2106.9573,17,146.901671
834.5895,60,146.951365
946.24805,60,147.014138
-1206.5312,2,147.024157
843.04553,60,147.153565
1405.0029,60,147.153565
1069.3918,60,147.161581
668.72504,60,147.184674
103.36127,48,147.191681
879.3549,60,147.221308
-1046.7831,16,147.255511
1137.2845,60,147.317609
-1184.565,14,147.345689
1324.7031,60,147.397166
-2375.108,6,147.433801
62.65033,39,147.440315
957.7091,60,147.530762
935.50604,60,147.53779
-629.95123,20,147.557829
567.33563,60,147.56885
966.5629,60,147.605486
-2228.0947,11,147.626094
402.1134,49,147.65114
-931.2423,22,147.67622
901.64685,60,147.694271
-663.2589,11,147.746511
2023.6898,60,147.818255
-810.266,24,147.850353
-1074.1418,17,147.858471
1039.0841,60,147.918172
1100.2649,60,147.951261
-1862.4739,20,147.982864
670.4898,60,147.989394
-842.54285,7,147.996448
1000.03577,60,148.01904
-1988.0645,7,148.029084
1016.7524,60,148.042725
-2512.1143,11,148.085304
1554.4424,60,148.191224
-615.44214,37,148.219834
417.86783,60,148.233366
907.094,45,148.264566
717.22644,60,148.291166
762.9819,60,148.393574
2294.6267,60,148.407132
966.7937,60,148.454288
3582.7627,60,148.57128
-1743.5876,3,148.590348
615.57196,60,148.597383
1448.652,60,148.611427
-41.82721,29,148.633074
1814.4272,60,148.63959
-1592.6276,12,148.660157
813.1152,60,148.660157
1853.1031,60,148.763008
-1344.2786,1,148.769076
1354.8452,60,148.777101
-611.25073,23,148.781103
-1600.8115,22,148.914175
627.23236,60,148.96734
-2201.155,1,148.974368
1305.2391,60,148.980378
1360.9283,60,149.008516
815.35815,60,149.041167
493.94626,60,149.041167
-1388.3368,36,149.14759
2192.8564,60,149.155607
1548.718,60,149.163628
-1669.3491,7,149.193704
-848.29407,18,149.307682
844.7311,60,149.364476
745.02783,60,149.371481
-473.92856,33,149.379545
1007.0789,60,149.400129
-1540.0065,7,149.413677
685.2891,60,149.428226
1765.5552,60,149.429226
18.562988,60,149.55118
-785.2277,35,149.609369
203.11993,45,149.609369
834.43066,60,149.754435
625.6164,60,149.783585
1213.3071,60,149.794585
-1936.1038,4,149.809166
1421.8043,60,149.818203
606.62756,60,149.818203
-1763.0671,17,149.917543
470.3431,60,149.932589
-1244.1691,21,149.953673
-733.8374,26,149.984288
1245.3751,60,149.991298
870.3816,60,149.991298
-2083.161,10,150.054541
-570.97864,14,150.086639
469.3331,60,150.148372
977.15063,60,150.186554
-522.1683,38,150.241215
-696.87585,11,150.26128
576.15765,60,150.310467
2550.4873,60,150.323551
592.04395,60,150.346764
-566.6001,19,150.364814
-2303.1167,18,150.378861
-1059.4083,6,150.385895
-1718.5228,17,150.439109
1013.502,60,150.442615
919.31384,60,150.473716
-625.86005,26,150.530669
769.9568,60,150.537216
-716.3279,28,150.614033
973.6561,60,150.701246
-774.1861,40,150.702751
-1931.2916,7,150.749415
1351.2078,60,150.766492
2424.701,60,150.771495
-341.16626,51,150.809658
-609.7197,31,150.820212
-724.8662,23,150.89846
-11.776245,58,150.918108
721.5784,60,150.925148
-660.2499,17,150.933665
-1185.7527,4,150.947208
-2695.5605,8,150.954226
-631.3202,24,151.08423
1510.3405,60,151.09124
-892.15717,10,151.151457
1482.8682,60,151.159505
713.7468,60,151.167563
-1931.1362,5,151.198659
2087.267,60,151.198659
-2581.2468,4,151.219707
711.4142,60,151.312958
668.0305,60,151.329081
843.68866,60,151.34112
1218.7981,60,151.482715
633.37683,54,151.50429
498.7811,60,151.554523
49.33484,54,151.554523
754.59924,52,151.574121
-2142.5955,4,151.586157
-1448.593,5,151.62027
-396.2136,52,151.659424
-455.77097,30,151.707189
1116.8842,60,151.73378
932.38477,60,151.740294
-1919.9021,8,151.794633
-948.95087,12,151.870761
826.48206,60,151.883801
501.00836,60,151.953645
574.33746,60,151.96419
1057.2616,60,152.009889
-741.3566,22,152.026456
767.87964,60,152.054572
3344.9565,60,152.096274
1261.7046,60,152.120334
-673.72437,17,152.133404
-577.9978,30,152.153526
-752.2229,6,152.160544
1066.1213,60,152.25938
523.00586,60,152.340898
-1977.8519,19,152.387842
840.47266,60,152.400864
497.80603,60,152.454669
1206.4196,60,152.504313
-1032.1877,25,152.518361
1479.2145,60,152.550108
979.7393,60,152.571178
1211.0569,60,152.578216
-2527.1255,2,152.593773
-819.1005,5,152.608432
-1335.2136,3,152.617001
-994.2135,23,152.783679
1224.0182,60,152.821304
963.1565,60,152.835366
2231.7466,60,152.883085
980.06055,60,152.93027
1375.0491,60,152.94431
1454.6521,60,152.971469
-1109.657,2,152.990531
-2512.5906,3,153.012633
2265.3271,60,153.034739
-1517.6097,2,153.049291
-465.7589,36,153.077932
-467.622,35,153.085451
-1143.6499,2,153.103522
-775.9259,31,153.158239
1989.2559,60,153.204382
1094.0604,60,153.309777
-527.6589,37,153.33986
871.96796,60,153.373508
-2285.937,34,153.393564
-63.271545,55,153.43268
2184.142,60,153.43574
-2368.8035,2,153.448292
-2207.1233,12,153.473865
541.61584,60,153.513008
1245.3433,60,153.610187
3804.9448,60,153.714599
2115.7537,60,153.741181
687.12036,60,153.780309
825.89154,60,153.845151
690.0221,60,153.858471
-348.86438,57,153.870521
465.62268,60,153.932762
-971.0873,31,153.966539
711.25146,60,154.038311
-653.0599,16,154.045354
672.6551,60,154.14121
20.78247,47,154.176476
1147.2642,60,154.207607
-510.95084,25,154.222672
144.5108,37,154.229201
667.92676,60,154.279441
-794.2219,1,154.287479
871.5728,60,154.287479
-2110.318,26,154.322955
1283.8181,60,154.443534
-2095.3384,12,154.52275
-664.1044,34,154.544321
-2674.6792,6,154.563394
-354.15677,44,154.573448
618.4265,60,154.574555
1033.9731,60,154.601108
669.1694,60,154.613662
1475.4575,60,154.620234
-4023.11,10,154.639305
-1315.0015,19,154.664375
1484.2065,60,154.677978
-757.9232,15,154.712543
-1954.887,17,154.730516
-838.4201,30,154.759589
-1527.6963,30,154.866555
656.4701,60,154.949405
918.43933,60,154.978161
788.8399,60,155.014894
4014.9922,60,155.040888
1498.1746,60,155.078647
674.969,60,155.1007
1984.8613,60,155.122776
586.12994,60,155.236331
-508.89337,39,155.280485
823.3181,57,155.305156
-1210.6328,5,155.34075
1983.2102,60,155.353798
-1629.5006,3,155.37342
1159.5369,60,155.393518
148.12732,28,155.42059
-389.28427,47,155.428122
-158.13483,58,155.451176
516.8926,60,155.486296
-2107.9363,5,155.486296
-1240.8326,2,155.499323
-1809.3052,19,155.610076
640.7901,60,155.67381
-538.2438,16,155.713486
744.54333,60,155.731074
1642.6373,60,155.76718
-2467.6228,10,155.78021
953.9542,60,155.788238
1471.0502,60,155.815863
599.8337,60,155.821866
-750.57367,12,155.845469
-749.80347,10,155.851469
1246.0426,60,155.894723
-1139.4564,19,155.973598
485.24155,60,156.064338
847.50836,60,156.123573
624.15424,60,156.168265
-1661.2657,4,156.193846
940.4626,60,156.200356
2572.7427,60,156.207407
-1344.2006,2,156.207407
-741.7562,15,156.220963
964.5185,60,156.240599
-888.9079,3,156.240599
267.38702,57,156.260656
1627.5651,60,156.357538
1350.656,60,156.455368
756.7377,60,156.590378
696.9819,60,156.598429
1132.3645,60,156.598429
-1023.2563,24,156.61148
1373.38,60,156.635578
751.91595,60,156.635578
670.28784,60,156.654607
-1929.0682,4,156.661616
689.42175,60,156.751344
-454.5973,40,156.887339
-367.22705,58,156.966635
96.311584,35,156.973139
1033.4872,60,156.986669
1696.3195,60,156.986669
829.0043,60,156.9997
975.2994,60,157.037332
1061.0865,60,157.044794
-1092.0273,19,157.092601
-686.59955,24,157.119712
-659.3961,23,157.133235
980.69476,60,157.327502
-976.9788,26,157.354186
90.45404,48,157.361192
-407.42358,52,157.427909
775.22394,60,157.427909
-1409.3774,2,157.440426
1267.04,60,157.482625
-1105.1482,52,157.506202
723.0503,60,157.535826
-1263.5946,6,157.55085
18.206665,37,157.601516
1357.5164,60,157.718438
-615.97076,28,157.733512
768.1826,60,157.74304
-1166.4092,11,157.813256
1720.9257,60,157.813256
1325.9377,60,157.826341
483.62326,60,157.870485
1671.3724,60,157.920209
-713.3628,9,157.977421
750.22064,60,157.984552
480.05923,60,158.094753
506.94638,60,158.181269
933.4768,60,158.265667
521.9446,60,158.265667
1647.8058,60,158.277694
-1788.8873,3,158.292713
-1539.152,3,158.316069
1274.612,60,158.323584
